latitude,longitude,day_of_week,hour_of_day,weather,availability
51.40072687946897,-0.12721133715514632,5,10,Sunny,0.7
51.53310299194921,-0.08710895871505506,0,11,Snowy,0.78
51.431648168390154,-0.23875539702023751,1,15,Foggy,0.23
51.57696346600129,0.0343616973344969,2,16,Snowy,0.61
51.57534510453722,-0.2877237514850568,2,12,Snowy,0.39
51.48614297485223,-0.21522715566103706,4,20,Sunny,0.11
51.51520279454234,-0.1447492249231477,1,3,Foggy,0.62
51.58215894233321,0.03414402855675497,0,12,Clear,0.92
51.48448622534549,-0.04962729568329438,0,5,Sunny,0.87
51.44673660841719,-0.15948865572817914,5,13,Foggy,0.86
51.4790004741332,-0.09676725729790664,2,17,Windy,0.17
51.58731189911808,-0.10114145730004787,2,11,Sunny,0.94
51.451004802681894,-0.27693689149725736,2,9,Clear,0.92
51.55558924113562,-0.21142102112499306,3,8,Windy,0.08
51.49205468475008,-0.28274278914257917,3,13,Clear,0.33
51.55404550030943,0.0163374418206087,2,14,Foggy,0.71
51.5434485653368,-0.16551376988210967,6,22,Foggy,0.8
51.562405719491494,-0.24365382689127618,1,10,Rainy,0.27
51.54387085696691,0.060054285881999625,6,17,Snowy,0.65
51.41491870170057,-0.14870452686984217,2,16,Sunny,0.6
51.535130404396135,-0.22960832598423342,6,9,Snowy,0.87
51.546691280003394,-0.11673765275624187,3,6,Sunny,0.54
51.46096891953702,0.044615007961297304,4,20,Cloudy,0.05
51.507054530832505,0.051250625316235754,2,12,Clear,0.19
51.49707968297348,-0.1623423132368966,2,17,Cloudy,0.11
51.500602379042604,-0.11665888348048822,4,14,Foggy,0.82
51.494286705081066,-0.08069720971001149,4,13,Sunny,0.31
51.573158758734095,-0.19025176662917842,1,2,Foggy,0.83
51.44410726407255,-0.2876708072764815,6,20,Cloudy,0.74
51.59197638331796,0.043086685589114715,5,13,Sunny,0.75
51.49826200153254,-0.10557258403154085,1,7,Sunny,0.63
51.421387836336194,0.010796104082106794,0,19,Cloudy,0.56
51.417901869945176,-0.10313232104975453,5,8,Windy,0.56
51.59795189878351,-0.26671360871119876,0,21,Snowy,0.62
51.595753637330084,-0.19474899218447678,3,14,Foggy,0.22
51.49823625710571,-0.26505974100407736,0,12,Cloudy,0.4
51.552534492927286,-0.028562499211736536,5,0,Windy,0.81
51.593258361685216,-0.2266132544413833,4,18,Foggy,0.1
51.44370305681044,-0.01066286722343257,2,22,Sunny,0.29
51.522501599368475,-0.24120102699745338,6,19,Windy,0.9
51.44680022900443,-0.0896942677658415,0,8,Snowy,0.99
51.57852069147394,-0.1555395666883398,2,17,Clear,0.35
51.521153718107165,-0.2077026836248337,0,6,Rainy,0.7
51.59949588429551,0.06063709204623452,2,3,Sunny,0.61
51.49981287841216,-0.17779985495375678,1,23,Windy,0.94
51.42321623746413,0.06201261478055242,5,11,Foggy,0.12
51.43848241063817,-0.10692186342515536,6,14,Windy,0.18
51.539799159315045,-0.17677312639278497,1,17,Snowy,0.56
51.510782113167956,-0.2976415871739243,5,1,Windy,0.79
51.55190970493007,0.096817648127415,4,1,Foggy,0.06
51.582624525532054,-0.051226952658096236,1,20,Foggy,0.26
51.565635268415676,-0.2482254767433093,3,11,Sunny,0.74
51.45826241461676,-0.22059246845166725,1,16,Cloudy,0.42
51.55887510597904,0.06513165781727209,4,8,Foggy,0.16
51.597945673910395,-0.22869501487086963,5,16,Sunny,0.32
51.40585020482211,-0.11908918915929137,6,10,Foggy,0.85
51.5239322934632,-0.2235611948371427,1,6,Foggy,0.97
51.449159378017534,-0.1378866908227353,2,21,Sunny,0.89
51.421809607594426,-0.06828738233922363,0,19,Foggy,0.82
51.56194253797446,-0.020731070646092253,5,7,Cloudy,0.78
51.41991117342169,0.020272235079349388,4,2,Snowy,0.9
51.594705540602966,-0.15687706183162284,6,16,Foggy,0.49
51.491075909468385,0.06604456239519158,0,1,Foggy,0.74
51.496500797575194,-0.16730618146583132,1,4,Cloudy,0.77
51.469662225332804,-0.27489752387843197,1,20,Foggy,0.25
51.57427396770577,-0.13289249806243902,1,3,Cloudy,0.99
51.41111704336765,-0.23214443310627353,2,10,Clear,0.06
51.44233331752094,0.05608947956535132,2,15,Rainy,0.86
51.42451166169894,0.09057266048058371,0,8,Sunny,0.59
51.47214317985384,-0.09190457354905684,4,17,Cloudy,0.32
51.546034271640124,-0.06789120755670253,3,11,Windy,0.05
51.47024000293026,0.004030967697436105,4,5,Rainy,0.85
51.50767845100812,-0.009252057994434126,2,17,Clear,0.56
51.570689827987756,-0.27305063734988544,4,17,Sunny,0.22
51.57482937847903,0.09226116541613788,1,2,Rainy,0.2
51.47692905690441,-0.09774931745790913,2,16,Sunny,0.79
51.415256878719305,-0.07115564836518573,2,7,Snowy,0.6
51.539967950100184,-0.004384232752572215,6,12,Foggy,0.65
51.40648498030783,-0.11258816775339994,1,17,Clear,0.63
51.414006025141454,0.08766672946057558,0,16,Rainy,0.47
51.54822736571267,0.06157833164982468,6,20,Snowy,0.89
51.54026898606655,-0.013704341072339643,2,6,Foggy,0.11
51.53073348325478,-0.018540011385640487,2,0,Windy,0.42
51.570848969430244,-0.06831625722889687,2,18,Sunny,0.86
51.57655442663103,-0.2528095181943184,4,12,Sunny,0.21
51.550035006457975,0.07998367940415357,6,23,Rainy,0.89
51.48563362435998,-0.0012527043242440694,0,15,Clear,0.64
51.473849690246176,0.06051094982115873,5,19,Clear,0.01
51.55698135109096,-0.23050782830964045,3,15,Rainy,0.28
51.51038829349529,-0.13537028819782498,6,4,Rainy,0.04
51.55568576181663,-0.07624319014681033,2,20,Rainy,0.59
51.58714418732322,0.046174007899888236,3,5,Rainy,0.66
51.43342683635337,0.045312873226852846,3,6,Windy,0.11
51.430596174432594,0.08916936399164005,2,3,Windy,0.14
51.59009362386004,0.05508999266615139,0,23,Rainy,0.35
51.45155752969789,0.020623194925220356,3,6,Sunny,0.42
51.579720221341425,-0.12004741373201461,0,20,Sunny,0.09
51.416686588190714,-0.18242672522982778,2,6,Sunny,0.58
51.40019208962913,-0.03155345147197597,2,17,Cloudy,0.75
51.53234990253993,-0.02587084701669301,0,3,Sunny,0.93
51.48413825990737,-0.10841797411738477,3,14,Windy,0.52
51.57447445224836,-0.014951344427984736,4,8,Clear,0.37
51.41399600299933,-0.23426562039466003,4,20,Foggy,0.16
51.486061116512104,0.004733766369265813,4,5,Cloudy,0.56
51.50451291701792,-0.01810826548804656,2,15,Foggy,0.31
51.581051535110504,-0.21387660437997258,1,21,Snowy,0.86
51.46576718286967,-0.29073313651568744,3,4,Sunny,0.92
51.53290037067252,-0.2197130658325852,5,6,Sunny,0.08
51.54354646223786,-0.02899856073827256,5,5,Cloudy,0.75
51.55649458277067,0.08163874380897246,4,16,Cloudy,0.23
51.43988168652242,-0.07774253910572881,1,7,Sunny,0.0
51.52299518599698,-0.17348540984055502,4,12,Rainy,0.25
51.590667099028195,0.058087859927248964,1,18,Clear,0.15
51.580031561649754,-0.22225660472734246,4,14,Cloudy,0.42
51.402697736244576,-0.056011478704164314,3,2,Windy,0.3
51.505529864478156,-0.05442276615704092,3,5,Clear,0.92
51.488265827631515,-0.20915345218340592,5,20,Cloudy,0.71
51.583384598211474,-0.29612602502171714,4,7,Windy,0.81
51.401719388391555,-0.25657049824416855,3,23,Cloudy,0.53
51.59300316396905,0.08229452953940558,1,23,Cloudy,0.16
51.5559252014827,-0.13498237103062374,6,1,Snowy,0.95
51.47198615930419,-0.17411271655512525,3,20,Clear,0.2
51.40510254498503,0.0003924756516358596,0,5,Windy,0.07
51.51049221985703,-0.08216876955252034,5,15,Windy,0.76
51.48446661209428,-0.06156022281364043,5,23,Sunny,0.61
51.40976325928037,0.016875774008972055,4,19,Rainy,0.65
51.59905234893611,0.04984312344930164,1,8,Cloudy,0.44
51.4082143465656,-0.14815370348089013,6,18,Snowy,0.06
51.566309955170034,0.09776008519129081,2,5,Rainy,0.8
51.42381079715197,-0.07918282294473167,0,5,Rainy,0.55
51.40142190690831,-0.10741636013545869,1,19,Snowy,0.28
51.5951204941102,-0.1505463532930446,2,8,Clear,0.45
51.5565971000677,-0.05067894431067027,6,22,Windy,0.32
51.54848747271085,-0.06747657567117982,4,20,Snowy,0.95
51.44793259061623,-0.097339062687683,4,20,Foggy,0.92
51.42580830620295,0.009839412521605306,1,0,Rainy,0.62
51.43665841310193,-0.01670357279488205,3,22,Cloudy,0.16
51.451086834134465,0.08417901394489052,0,14,Rainy,0.39
51.53026628680406,-0.21946846150949956,1,11,Snowy,0.39
51.57135961659926,-0.22855180110379086,0,8,Rainy,0.49
51.56288794011491,-0.2248492539878469,0,13,Clear,0.1
51.473208072696494,-0.14317232147790354,4,20,Windy,0.11
51.56310365185165,-0.1382605913619922,3,17,Windy,0.53
51.429435485756876,-0.2982840285531384,2,10,Sunny,0.48
51.52645399738909,-0.19503014963566184,5,1,Foggy,0.35
51.44515938808833,-0.2024938860893578,4,4,Windy,0.69
51.50225143623812,-0.13636019510502295,2,17,Foggy,0.47
51.5164661763627,0.03153526524025718,0,10,Foggy,0.41
51.401689072675474,0.04923361340119781,2,10,Clear,0.66
51.495750013667184,0.08230664755803474,4,4,Snowy,0.01
51.55110576086975,-0.25104581600955067,0,14,Clear,0.32
51.58355815688949,-0.015369797388467388,3,3,Cloudy,0.85
51.517804474262604,-0.19036561889937414,0,20,Windy,0.98
51.41264822484697,0.02931060375962985,2,10,Clear,0.52
51.564543846810835,-0.19964917326134526,2,8,Cloudy,0.11
51.42993770647671,-0.18592669491605096,0,15,Cloudy,0.68
51.52271493202678,-0.15004897384478252,0,16,Windy,0.0
51.48829390794179,-0.12503120889843908,3,2,Rainy,0.22
51.54185762578245,-0.034034080015941603,3,23,Windy,0.76
51.44144109040975,-0.011929887320718091,1,5,Clear,0.03
51.58704012967334,-0.27850638172861203,3,13,Foggy,0.18
51.43716878251309,-0.24092499340011528,6,6,Windy,0.2
51.51026278542153,-0.025196406536842186,1,6,Foggy,0.45
51.47127010718676,-0.20243944461602048,2,0,Sunny,0.53
51.599238330052586,0.01968007830733587,5,9,Clear,0.11
51.44856466434092,0.07454802633197649,1,4,Snowy,0.22
51.42798888804675,0.059992500848921215,1,19,Clear,0.73
51.474852204625996,0.037352352931548094,5,0,Clear,0.4
51.41315692749475,-0.29783458067983304,3,22,Windy,0.56
51.46614072797657,-0.2619810818429844,1,5,Windy,0.09
51.55900165154485,0.09530106413917155,6,16,Foggy,0.29
51.48420684782411,-0.1003601036776944,4,21,Foggy,0.75
51.59122480479827,-0.1641380944357923,4,4,Clear,0.96
51.41698060475811,-0.1663794552766628,6,5,Foggy,0.24
51.53109404330544,-0.2516429627877526,0,23,Sunny,0.48
51.42329146678291,0.06660050402756129,6,3,Cloudy,0.35
51.44471365049535,-0.09312182602626312,6,4,Windy,0.23
51.45670549150942,-0.17013481444792564,4,6,Clear,0.64
51.59925462399437,-0.2686897411251929,3,16,Snowy,0.54
51.527267871080205,-0.23255631103343968,1,12,Clear,0.5
51.42447018642253,-0.06261986827455307,1,16,Rainy,0.17
51.46128184201441,-0.2803616152736114,4,7,Rainy,0.96
51.58886120606872,-0.0006409993896168142,5,3,Cloudy,0.99
51.58562475336602,-0.28163788605110884,2,0,Windy,0.43
51.59275194000925,-0.2331796782285547,2,20,Clear,0.75
51.540175385859094,0.008597213336444975,5,23,Cloudy,0.72
51.54701129718131,-0.16648316997556883,3,14,Sunny,0.5
51.47202358718594,-0.14314674213771392,0,12,Snowy,0.6
51.49543302512714,0.09163378479494516,2,12,Snowy,0.44
51.56672053653258,-0.06927550421711942,5,9,Snowy,0.56
51.40768167685731,-0.23538622633676198,6,22,Snowy,0.06
51.41045004889706,-0.07388133596996685,3,12,Snowy,0.82
51.40671209401966,0.005972959968383984,4,5,Clear,0.86
51.42539889573878,-0.19029681888703556,6,12,Snowy,0.52
51.41682512631096,-0.2836738218804535,0,12,Rainy,0.17
51.504771876845695,-0.07015529491029249,2,9,Rainy,0.4
51.535132954208976,0.08755674670086,1,1,Rainy,0.19
51.45297136732395,-0.04857126426568792,6,23,Cloudy,0.69
51.54881480429738,-0.1254099047736261,5,4,Foggy,0.99
51.56193644723616,-0.2729217120311121,5,23,Snowy,0.58
51.56720532864504,-0.18420731218695513,6,15,Sunny,0.98
51.435187046543014,-0.128232355136392,6,20,Foggy,0.72
51.584443732862496,-0.2693501101987758,2,13,Clear,0.88
51.57115977891811,-0.2320315833054255,0,19,Foggy,0.75
51.52033942461605,-0.20794742948591682,3,17,Windy,0.1
51.40818930490349,-0.015362026679879903,1,8,Windy,0.2
51.53495410729757,-0.16205064842686395,1,19,Snowy,0.19
51.498553417182606,-0.1895239432728646,4,18,Rainy,0.5
51.550969105556355,-0.003789960199180209,3,12,Foggy,0.36
51.45824988716184,-0.28341840946692676,6,5,Foggy,0.32
51.40106722819858,0.07117170603509337,1,12,Clear,0.08
51.433092854004585,0.08981425336558913,0,23,Rainy,0.86
51.48784864861142,-0.0409504168515335,2,23,Sunny,0.13
51.45338337539151,-0.045548235863376085,4,7,Sunny,0.47
51.59402256989349,-0.1282775736151352,0,5,Cloudy,0.2
51.5120289336023,-0.17500200415026385,2,21,Snowy,0.53
51.55206262814317,-0.2826626921103157,5,12,Foggy,0.32
51.55483831259264,-0.22717315979703195,0,6,Foggy,0.1
51.48255677379688,0.05546494551453718,6,22,Foggy,0.77
51.56891589207297,0.023978158917713155,6,14,Sunny,0.47
51.403170762806084,-0.18660889104542777,1,4,Foggy,0.57
51.58694137025578,-0.015651605013042857,4,12,Cloudy,0.11
51.44296468598815,-0.1961974592716307,5,19,Rainy,0.98
51.428869786992564,-0.19952487100992855,2,19,Rainy,0.04
51.45099824614881,-0.2998721431186327,6,8,Sunny,0.43
51.42470792698846,0.09489260960410989,3,1,Sunny,0.53
51.495773355019274,-0.19691954885601176,0,8,Sunny,0.03
51.43736061625097,-0.23636658013563766,0,15,Cloudy,0.59
51.56240999188533,0.07132658588975449,2,13,Sunny,0.48
51.57762227470404,-0.02599560568363568,4,6,Snowy,0.89
51.45641541320716,-0.25276062940318833,6,15,Rainy,0.76
51.598802389819944,-0.17794690872687838,6,14,Sunny,0.55
51.42745650673918,-0.2626646272763468,4,22,Snowy,0.45
51.405652505012675,0.09743331602747823,4,3,Rainy,0.52
51.52626714370402,-0.07422417355907512,1,13,Sunny,0.94
51.43786196071069,-0.014330169454488006,2,15,Windy,0.12
51.43288592410792,-0.18073541317258357,6,10,Sunny,0.63
51.442823613787304,0.022294829406474703,0,5,Foggy,0.99
51.446821700736635,-0.02015491889448251,4,0,Sunny,0.93
51.54631443553796,-0.017086022157147274,2,14,Clear,0.85
51.43468209724859,-0.27197204445159107,4,4,Rainy,0.72
51.42052555018875,-0.16405606879913345,6,20,Foggy,0.85
51.4698592342629,-0.15269588249073263,0,0,Cloudy,0.41
51.578999083346815,-0.05503385605800343,1,14,Snowy,0.09
51.44068369240819,0.08306518696710041,5,3,Snowy,0.35
51.560557427018075,-0.08633652807013731,1,3,Foggy,0.08
51.56668992882173,-0.2169210449673577,4,9,Windy,0.56
51.59127433260859,-0.18329582270242178,2,10,Rainy,0.91
51.475853456201435,-0.2742713204644831,3,18,Sunny,0.15
51.476018452945915,-0.08864988798841794,1,9,Foggy,0.02
51.49346317999525,-0.020892859730676783,4,15,Foggy,0.42
51.470821895289724,-0.040810119211456664,6,22,Sunny,0.23
51.591476015378575,-0.0650730661334871,1,20,Snowy,0.39
51.439635607996614,-0.2799610501101562,2,6,Rainy,0.85
51.59293863128494,0.016154702963108003,1,16,Windy,0.1
51.58380854630892,-0.19545675749157387,4,22,Sunny,0.41
51.495228044047664,-0.25773550707469556,1,15,Snowy,0.09
51.491534106337916,-0.1883282525411098,3,9,Cloudy,0.55
51.428439384023505,-0.029469516759036918,2,10,Cloudy,0.93
51.42332751148811,0.03279451824763763,4,4,Windy,0.19
51.494136962936985,0.046861084959996135,5,9,Rainy,0.37
51.44863877189523,-0.06457667637338427,5,13,Snowy,0.86
51.55209021616999,-0.1603780349756532,0,16,Sunny,0.83
51.58483444921695,-0.28113035646308787,1,23,Snowy,0.02
51.50359158635518,-0.1301030554597486,3,23,Snowy,0.55
51.51362534972431,-0.26667161708581216,3,16,Clear,0.89
51.487723947089755,-0.07856536301372577,0,11,Windy,0.12
51.421434239332406,-0.25650231554093283,3,18,Clear,0.0
51.582645823911406,-0.25426043804516907,2,4,Sunny,0.99
51.43176297511169,-0.15352948896687987,4,0,Clear,0.96
51.532898690847986,-0.18321416554453623,2,18,Foggy,0.96
51.51998926848129,-0.2578659007360931,6,21,Clear,0.77
51.56583197877399,0.09337745681218873,6,11,Clear,0.88
51.55126612201005,-0.06297580077968956,1,10,Snowy,0.17
51.43478469568504,-0.05580256811347206,6,15,Clear,0.42
51.5759765460395,-0.18072439275490798,3,19,Clear,0.89
51.44700309789624,-0.17811039025842382,6,2,Clear,0.19
51.51198666366693,-0.011475907982899602,3,17,Foggy,0.58
51.520905169550765,0.05582278234998622,1,4,Snowy,0.98
51.40595956006878,-0.1483380356821043,4,14,Snowy,0.22
51.525659369766075,-0.19046258004824226,2,13,Clear,0.26
51.51195755612987,-0.2801218286646819,1,14,Foggy,0.97
51.435642315182584,-0.23143258106583858,2,19,Snowy,0.57
51.55510144106322,-0.1969130898431971,3,3,Rainy,0.13
51.533969637916094,-0.19413453161558042,5,19,Sunny,0.44
51.47985883756138,-0.287016222206691,0,20,Rainy,0.41
51.518528024086024,-0.05428925205372376,5,5,Windy,0.49
51.42140954050602,-0.11249727814174967,5,10,Snowy,0.75
51.433893352663496,-0.1190778053941709,5,17,Windy,0.62
51.59073585076353,-0.1500394052945815,6,20,Foggy,0.6
51.50471128770997,-0.15400373459415448,6,5,Snowy,0.55
51.48952097840065,0.0025242020505023,6,5,Snowy,0.55
51.46060600625783,0.07253503274890394,0,6,Cloudy,0.3
51.42656178751644,-0.21111805394569694,4,23,Cloudy,0.67
51.51634852946992,-0.14674645981652856,0,23,Clear,0.58
51.53330268815952,0.05152807018590627,4,0,Foggy,0.96
51.56044730890361,-0.20562626901149916,2,8,Rainy,0.92
51.54612221701046,-0.037780575441946296,3,1,Cloudy,0.38
51.428961506135956,-0.28529671011462987,0,2,Sunny,0.11
51.404284359655875,0.03434207528503769,1,0,Foggy,0.01
51.50025393811124,0.09349333903339879,1,19,Sunny,0.42
51.531964035067304,-0.26614625636578026,3,7,Cloudy,0.59
51.54367113742351,-0.21911077974435006,5,20,Windy,0.98
51.55209533430019,-0.25063763596947364,3,2,Foggy,0.88
51.52316629511578,-0.14754835334656297,4,13,Snowy,0.01
51.559815555824116,-0.1982895002244997,5,23,Foggy,0.77
51.4168398563742,-0.26861065498577547,0,4,Windy,0.04
51.45807664884802,0.02004647543451671,5,20,Clear,0.99
51.55533470335345,-0.018669629936885646,3,15,Cloudy,0.44
51.59487430605416,-0.029344851230496405,2,0,Sunny,0.74
51.47522967473824,-0.09415650567443795,4,9,Clear,0.7
51.52028159573104,-0.254590356050124,1,3,Snowy,0.75
51.59993531013934,-0.22892378309137934,3,4,Clear,0.36
51.58329721988232,-0.16673178428537078,1,13,Cloudy,0.56
51.48298411935771,-0.28646910896655603,3,18,Clear,0.05
51.46015157614703,0.013276462406432377,3,23,Foggy,0.17
51.47449197982943,-0.2403724424829804,3,1,Rainy,0.42
51.593265852713515,0.03920897087585723,0,23,Foggy,0.06
51.4975341198728,-0.18132397854914106,0,14,Sunny,0.36
51.596539857494044,-0.17231149387594485,6,6,Sunny,0.47
51.56078454549678,0.019319333271425376,6,11,Sunny,0.53
51.59122439099516,-0.04639259483816588,2,23,Windy,0.64
51.49857573644924,-0.24103264730001428,3,5,Foggy,0.09
51.55284888553197,-0.2012636083813017,3,11,Sunny,0.34
51.52909280965856,0.07244284814964591,4,12,Windy,0.28
51.50267690536245,-0.05794152587712392,1,4,Sunny,0.7
51.48919478515401,-0.07794144674791326,2,4,Rainy,0.89
51.558801049573844,0.030076103396408538,0,5,Snowy,0.24
51.5657729269325,-0.12591330354400318,0,5,Clear,0.79
51.58778850783759,0.05952300484691747,3,2,Snowy,0.4
51.58042761498002,0.07731400244434511,5,15,Rainy,0.25
51.44163597826607,-0.05220241664295536,5,7,Rainy,0.58
51.595680167385225,-0.292465905915451,0,11,Foggy,0.72
51.592743938368535,-0.07997218631903913,2,18,Sunny,0.79
51.58205176552461,-0.20337707664396631,6,14,Snowy,0.04
51.49455879444619,-0.036516593396787145,1,11,Clear,0.42
51.408693802745866,0.07523283357111638,0,13,Foggy,0.32
51.48535973491166,0.01222873124845969,2,23,Windy,0.11
51.504435725590334,-0.14585254628714098,6,11,Rainy,0.92
51.55018625128957,0.03614482709169242,1,14,Sunny,0.72
51.46526437045783,0.03782414915513005,1,2,Clear,0.74
51.55774624447245,-0.25209085761040334,1,8,Clear,0.84
51.58115217163131,-0.2809483620933746,4,7,Foggy,0.15
51.47411537905029,0.057528844673912505,3,13,Rainy,0.02
51.532179079877565,-0.19623851409962534,4,14,Windy,0.91
51.5017108091613,-0.03177353951422074,3,6,Windy,0.79
51.43558609299542,-0.0713414266697143,1,1,Rainy,0.25
51.542285570113165,-0.2086270963827207,1,3,Windy,0.49
51.45252635437797,-0.25000374736627395,5,9,Sunny,0.19
51.5358328884465,-0.20711202374827564,5,19,Clear,0.62
51.523559632841184,-0.11055590965175763,3,3,Windy,0.29
51.462839441310365,-0.23419300496921383,5,0,Foggy,0.04
51.498916750714905,0.02583422668993135,5,3,Clear,0.57
51.50130954911971,-0.0356245873567802,3,20,Foggy,0.37
51.52823771818689,0.0764096919775275,0,23,Clear,1.0
51.4015120184054,-0.22568141017955695,1,23,Windy,0.74
51.57499941180461,-0.2063386242803295,6,14,Clear,0.78
51.54814849500226,-0.25934441671753405,6,19,Clear,0.82
51.51151013981467,-0.1050395664754438,3,22,Cloudy,0.3
51.566729975875376,0.06977914127291457,6,5,Snowy,0.34
51.579265334066015,-0.00714147968738299,6,17,Cloudy,0.66
51.44997078751637,-0.06820036904764445,5,8,Snowy,0.7
51.58328241725116,0.034602122126434376,6,1,Sunny,0.84
51.50769030538902,-0.047077155728096065,3,3,Cloudy,0.46
51.46481848689053,0.09631436113402847,3,21,Windy,0.14
51.522297811152384,-0.10271277404340015,5,8,Cloudy,0.84
51.44816033925869,-0.20675538792739917,3,19,Clear,0.83
51.50132622193636,0.07080705297349926,4,12,Clear,0.24
51.509964872710405,-0.11453738122032034,6,7,Rainy,0.4
51.5154641642512,0.028069372360983114,3,7,Rainy,0.24
51.466415981487266,0.052408770035177465,4,4,Clear,0.89
51.58661986715181,-0.18889831844053628,6,18,Rainy,0.9
51.59502367196767,0.08167657009972595,6,16,Snowy,0.83
51.56460017513225,-0.134187943151683,6,19,Rainy,0.79
51.411245425844456,0.011335272466521717,6,6,Windy,0.93
51.48662039838161,-0.13113106345180656,1,11,Rainy,0.93
51.57652969315135,-0.033969766826121184,1,2,Windy,0.93
51.53148522529558,-0.27334354908296504,6,10,Cloudy,0.14
51.509895917502504,-0.02752655077329269,2,16,Windy,0.22
51.51346511407163,-0.037052482638257,6,3,Sunny,0.01
51.52042105389265,-0.1608958920647601,3,6,Foggy,0.84
51.43398507882573,-0.0010103263496253345,6,15,Sunny,0.39
51.58868329635993,-0.2923556941900181,5,17,Clear,0.7
51.43980183176112,-0.26187863100029984,0,5,Windy,0.06
51.494495530587216,-0.1718623944185675,1,7,Clear,0.63
51.54695232289441,-0.2535583938315675,2,11,Clear,0.03
51.546806006036434,-0.2511204053631726,3,22,Windy,0.7
51.5677805622895,-0.13237660738476983,1,10,Sunny,0.41
51.472929881583475,-0.18458399177756973,0,20,Cloudy,0.55
51.57166601571,-0.13429484782644574,5,10,Foggy,0.3
51.44663522069212,0.09561678401528184,6,20,Snowy,0.48
